PLAYER,BIRTHDAY,BIRTH STATE / COUNTRY,BIRTH CITY,NATIONALITY,POS,HEIGHT,WEIGHT,COLLEGE / TEAM,DRAFT,PICK,TEAM,REAL TEAM,
Chris Engler,3/1/1959,Minnesota,Stillwater,United States,C,6-11,245,Wyoming,1982,60,GSW,GSW,Chris Engler
Chris Ford,1/11/1949,New Jersey,Atlantic City,United States,G,6-5,190,Villanova,1972,17,DET,DET,Chris Ford
Chris Garner,2/2/1975,Tennessee,Memphis,United States,G,5-10,156,Memphis,1997,UND,,,Chris Garner
Chris Gatling,9/3/1967,New Jersey,Elizabeth,United States,C-F,6-10,230,Old Dominion,1991,16,GSW,GSW,Chris Gatling
Chris Harris,8/11/1933,Great Britain,Southampton,Great Britain,G,6-3,190,Dayton,1955,UND,,,Chris Harris
Chris Herren,9/27/1975,Massachussetts,Fall River,United States,G,6-2,190,Fresno St,1999,33,DEN,DEN,Chris Herren
Chris Hunter,7/7/1984,Indiana,Gary,United States,C-F,6-11,240,Michigan,2006,UND,,,Chris Hunter
Chris Jefferies,2/13/1980,California,Fresno,United States,F,6-8,230,Fresno St,2002,27,LAL,TOR,Chris Jefferies
Chris Jent,1/11/1970,California,Orange,United States,F,6-7,220,Ohio St,1992,UND,,,Chris Jent
Chris Johnson,7/17/1985,District Columbia,Washington,United States,F,6-11,210,LSU,2009,UND,,,Chris Johnson
Chris Kaman,4/28/1982,Michigan,Grand Rapids,Germany,C,7-0,265,Central Michigan,2003,6,LAC,LAC,Chris Kaman
Chris King,7/24/1969,North Carolina,Newton Grove,United States,F,6-8,215,Wake Forest,1992,45,OKC,OKC,Chris King
Chris Livingston,10/15/2003,Ohio,Akron,United States,F,6-6,220,Kentucky,2023,58,MIL,MIL,Chris Livingston
Chris Manon,12/9/2001,New Jersey,New Milford,United States,G,6-5,209,Vanderbilt,2025,ND,,,Chris Manon
Chris McCray,5/27/1984,Maryland,Capitol Heights,United States,G,6-5,192,Maryland,2006,UND,,,Chris McCray
Chris McCullough,2/5/1995,New York,New York City,United States,F,6-9,215,Syracuse,2015,29,BKN,BKN,Chris McCullough
Chris McNealy,7/15/1961,California,Fresno,United States,F,6-7,210,San Jose St,1983,38,SAC,CHI,Chris McNealy
Chris Mihm,7/16/1979,Wisconsin,Milwaukee,United States,C,7-0,265,Texas,2000,7,CHI,CLE,Chris Mihm
Chris Mills,1/25/1970,California,Los Angeles,United States,F,6-7,220,Arizona,1993,22,CLE,CLE,Chris Mills
Chris Morris,1/20/1966,Georgia,Atlanta,United States,F,6-8,228,Auburn,1988,4,BKN,BKN,Chris Morris
Chris Mullin,7/30/1963,New York,New York City,United States,F,6-7,215,St. John's,1985,7,GSW,GSW,Chris Mullin
Chris Munk,8/5/1967,California,San Francisco,United States,F,6-9,225,USC,1990,UND,,,Chris Munk
Chris Owens,3/1/1979,Ohio,Akron,United States,F,6-7,245,Texas,2002,47,MIL,MEM,Chris Owens
Chris Paul,5/6/1985,North Carolina,Winston-Salem,United States,G,6-0,175,Wake Forest,2005,4,NOP,NOP,Chris Paul
Chris Porter,5/9/1978,Alabama,Abbeville,United States,F,6-7,218,Auburn,2000,55,GSW,GSW,Chris Porter
Chris Quinn,9/27/1983,Louisiana,New Orleans,United States,G,6-2,175,Notre Dame,2006,UND,,,Chris Quinn
Chris Richard,12/25/1984,Florida,Lakeland,United States,F,6-9,256,Florida,2007,41,MIN,MIN,Chris Richard
Chris Robinson,4/2/1974,Georgia,Columbus,United States,G,6-5,200,Western Kentucky,1996,51,MEM,MEM,Chris Robinson
Chris Silva,9/19/1996,Gabon,Libreville,Gabon,F,6-8,234,South Carolina,2019,UND,,,Chris Silva
Chris Singleton,11/21/1989,Georgia,Canton,United States,F,6-9,228,Florida St,2011,18,WAS,WAS,Chris Singleton
Chris Smith (1970),5/17/1970,Connecticut,Bridgeport,United States,G,6-3,190,Connecticut,1992,34,MIN,MIN,Chris Smith (1970)
Chris Smith (1987),10/13/1987,New Jersey,Millstone Township,United States,G,6-2,200,Louisville,2012,UND,,,Chris Smith (1987)
Chris Taft,3/10/1985,New York,New York City,United States,F,6-10,261,Pittsburgh,2005,42,GSW,GSW,Chris Taft
Chris Washburn,5/13/1965,North Carolina,Hickory,United States,C,6-11,225,North Carolina St,1986,3,GSW,GSW,Chris Washburn
Chris Webber,3/1/1973,Michigan,Detroit,United States,C-F,6-10,245,Michigan,1993,1,ORL,GSW,Chris Webber
Chris Welp,1/2/1964,Gremany,Delmenhorst,Germany,C,7-0,245,Washington,1987,16,PHI,PHI,Chris Welp
Chris Whitney,10/5/1971,Kentucky,Hopkinsville,United States,G,6-0,175,Clemson,1993,47,SAS,SAS,Chris Whitney
Chris Wilcox,9/3/1982,North Carolina,Raleigh,United States,F-C,6-10,235,Maryland,2002,8,LAC,LAC,Chris Wilcox
Chris Wright (1988),9/30/1988,Ohio,Trotwood,United States,F,6-9,226,Dayton,2011,UND,,,Chris Wright (1988)
Chris Wright (1989),11/4/1989,Maryland,Bowie,United States,G,6-1,203,Georgetown,2011,UND,,,Chris Wright (1989)
Chris Youngblood,2/9/2002,Alabama,Tuscaloosa,United States,G,6-4,221,Alabama,2025,ND,,,Chris Youngblood
Christapher Johnson,4/29/1990,Florida,Orlando,United States,F,6-6,206,Dayton,2012,UND,,,Christapher Johnson
Christian Braun,4/17/2001,Kansas,Burlington,United States,G,6-6,220,Kansas,2022,21,DEN,DEN,Christian Braun
Christian Eyenga,6/22/1989,DR Congo,Kinshasa,DR Congo,F,6-7,210,Joventut,2009,30,CLE,CLE,Christian Eyenga
Christian Koloko,6/20/2000,Cameroon,Douala,Cameroon,C,7-0,230,Arizona,2022,33,TOR,TOR,Christian Koloko
Christian Laettner,8/17/1969,New York,Angola,United States,F-C,6-11,245,Duke,1992,3,MIN,MIN,Christian Laettner
Christian Wood,9/27/1995,California,Long Beach,United States,F,6-8,214,UNLV,2015,UND,,,Christian Wood
Chubby Cox,12/29/1955,Pennsylvania,Philadelphia,United States,G,6-2,180,San Francisco,1978,159,CHI,CHI,Chubby Cox
Chuck Aleksinas,2/26/1959,Connecticut,Litchfield,United States,C,6-11,260,Connecticut,1982,76,CHI,CHI,Chuck Aleksinas
Chuck Connors,4/10/1921,New York,New York City,United States,F,6-5,190,Seton Hall,,,,,Chuck Connors
Chuck Cooper,9/29/1926,Pennsylvania,Pittsburgh,United States,F,6-5,210,Duquesne,1950,13,BOS,BOS,Chuck Cooper
Chuck Gilmur,8/13/1922,Washington,Seattle,United States,F,6-4,225,Washington,,,,,Chuck Gilmur
Chuck Grigsby,8/15/1928,Ohio,Dayton,United States,G,6-5,190,Dayton,1952,12,BAL,BAL,Chuck Grigsby
Chuck Hayes,6/11/1983,California,San Leandro,United States,C-F,6-6,240,Kentucky,2005,UND,,,Chuck Hayes
Chuck Lowery,11/14/1949,California,East Palo Alto,United States,G,6-3,185,Puget Sound,1971,125,OKC,OKC,Chuck Lowery
Chuck Mencel,4/21/1933,Wisconsin,Phillips,United States,G,6-0,168,Minnesota,1955,12,LAL,LAL,Chuck Mencel
Chuck Mrazovich,2/26/1924,Pennsylvania,Ambridge,United States,F,6-5,185,Eastern Kentucky,1950,33,INO,INO,Chuck Mrazovich
Chuck Nevitt,6/13/1959,Colorado,Cortez,United States,C,7-5,217,North Carolina St,1982,63,HOU,HOU,Chuck Nevitt
Chuck Noble,7/24/1931,Ohio,Akron,United States,G,6-4,190,Louisville,1954,30,GSW,DET,Chuck Noble
Chuck Osborne,1/21/1939,Kentucky,Flat Gap,United States,F,6-6,210,Western Kentucky,1961,28,PHI,PHI,Chuck Osborne
Chuck Person,6/27/1964,Alabama,Brantley,United States,F,6-8,241,Auburn,1986,4,IND,IND,Chuck Person
Chuck Terry,9/27/1950,California,Long Beach,United States,G,6-6,215,Long Beach St,1972,29,MIL,MIL,Chuck Terry
Chuck Williams,6/6/1946,Colorado,Boulder,United States,G,6-2,175,Colorado,1968,76,PHI,PHI,Chuck Williams
Chuckie Williams,12/31/1953,Ohio,Columbus,United States,G,6-3,180,Kansas St,1976,15,CLE,CLE,Chuckie Williams
Chucky Atkins,8/14/1974,Florida,Orlando,United States,G,5-11,185,South Florida,1996,UND,,,Chucky Atkins
Chucky Brown,2/29/1968,New York,New York City,United States,F,6-8,220,North Carolina St,1989,43,CLE,CLE,Chucky Brown
Chuma Okeke,8/18/1998,Georgia,Atlanta,United States,F,6-7,229,Auburn,2019,16,ORL,ORL,Chuma Okeke
CJ Elleby,6/16/2000,Washington,Federal Way,United States,F-G,6-6,200,Washington St,2020,46,POR,POR,CJ Elleby
CJ McCollum,9/19/1991,Ohio,Canton,United States,G,6-3,190,Lehigh,2013,10,POR,POR,CJ McCollum
CJ Miles,3/18/1987,Texas,Dallas,United States,F-G,6-6,220,Skyline HS (TX),2005,34,UTA,UTA,CJ Miles
CJ Watson,4/17/1984,Nevada,Las Vegas,United States,G,6-2,175,Tennessee,2006,UND,,,CJ Watson
CJ Wilcox,12/30/1990,Utah,Pleasant Grove,United States,G,6-5,195,Washington,2014,28,LAC,LAC,CJ Wilcox
CJ Williams,2/6/1990,North Carolina,Fayetteville,United States,SG,6-5,234,North Carolina St,2012,ND,,,CJ Williams
Clarence Glover,11/1/1947,Kentucky,Horse Cave,United States,F,6-8,210,Western Kentucky,1971,10,BOS,BOS,Clarence Glover
Clarence Kea,2/2/1959,North Carolina,Wilmington,United States,F,6-6,218,Lamar,1980,169,DAL,DAL,Clarence Kea
Clarence Weatherspoon,9/8/1970,Mississippi,Crawford,United States,F,6-7,270,Southern Mississippi,1992,9,PHI,PHI,Clarence Weatherspoon
Clark Kellogg,7/2/1961,Ohio,Cleveland,United States,F,6-7,225,Ohio St,1982,8,IND,IND,Clark Kellogg
Claude English,12/26/1946,Georgia,Columbus,United States,G,6-4,185,Rhode Island,1970,110,POR,POR,Claude English
Claude Gregory,12/26/1958,District Columbia,Washington,United States,F,6-8,205,Wisconsin,1981,41,WAS,WAS,Claude Gregory
Claude Overton,12/16/1927,Oklahoma,Temple,United States,G,6-2,195,East Central,1950,53,WSC,WSC,Claude Overton
Claude Terry,1/12/1950,California,Salida,United States,G,6-5,195,Stanford,1972,42,PHX,PHX,Claude Terry
Clay Johnson,7/18/1956,Mississippi,Yazoo City,United States,G,6-4,175,Missouri,1978,110,POR,POR,Clay Johnson
Cleanthony Early,4/17/1991,New York,Middletown,United States,F,6-8,210,Wichita St,2014,34,NYK,NYK,Cleanthony Early
Clem Haskins,7/11/1943,Kentucky,Campbellsville,United States,G,6-3,195,Western Kentucky,1967,3,CHI,CHI,Clem Haskins
Clemon Johnson,9/12/1956,Florida,Monticello,United States,C,6-10,240,Florida A&M,1978,44,POR,POR,Clemon Johnson
Cleo Hill,5/24/1938,New Jersey,Newark,United States,G,6-1,185,Winston-Salem St,1961,8,ATL,ATL,Cleo Hill
Cleveland Buckner,8/17/1938,Mississippi,Yazoo City,United States,F,6-9,210,Jackson St,1961,51,NYK,NYK,Cleveland Buckner
Cliff Alexander,11/16/1995,Illinois,Chicago,United States,F,6-8,240,Kansas,2015,UND,,,Cliff Alexander
Cliff Anderson,9/7/1944,Pennsylvania,Philadelphia,United States,G,6-2,200,St. Joseph's (PA),1967,35,LAL,LAL,Cliff Anderson
Cliff Barker,1/15/1921,Indiana,Yorktown,United States,G,6-2,185,Kentucky,1949,52,WSC,INO,Cliff Barker
Cliff Hagan,12/9/1931,Kentucky,Owensboro,United States,F,6-4,210,Kentucky,1953,22,BOS,ATL,Cliff Hagan
Cliff Levingston,1/4/1961,California,San Diego,United States,F,6-8,210,Wichita St,1982,9,ATL,ATL,Cliff Levingston
Cliff Meely,7/10/1947,Mississippi,Rosedale,United States,F,6-8,215,Colorado,1971,7,HOU,HOU,Cliff Meely
Cliff Pondexter,9/15/1954,California,Fresno,United States,F,6-9,233,Long Beach St,1974,16,CHI,CHI,Cliff Pondexter
Cliff Robinson,3/13/1960,California,Oakland,United States,F,6-9,200,USC,1979,11,BKN,BKN,Cliff Robinson
Cliff Williams,4/15/1945,Michigan,Detroit,United States,G,6-3,180,Bowling Green,1968,UND,,,Cliff Williams
Clifford Lett,12/23/1965,Florida,Pensacola,United States,G,6-3,170,Florida,1989,UND,,,Clifford Lett
Clifford Ray,1/21/1949,South Carolina,Union,United States,C,6-9,230,Oklahoma,1971,40,CHI,CHI,Clifford Ray
Clifford Robinson,12/16/1966,New York,Buffalo,United States,F-C,6-10,245,Connecticut,1989,36,POR,POR,Clifford Robinson
Clifford Rozier,10/31/1972,Florida,Bradenton,United States,C-F,6-11,230,Louisville,1994,16,GSW,GSW,Clifford Rozier
Clint Capela,5/18/1994,Switzerland,Geneva,Switzerland,C,6-10,256,Elan Chalon,2014,25,HOU,HOU,Clint Capela
Clint McDaniel,2/26/1972,Oklahoma,Tulsa,United States,G,6-4,180,Arkansas,1995,UND,,,Clint McDaniel
Clint Richardson,8/7/1956,Washington,Seattle,United States,G,6-3,195,Seattle,1979,36,PHI,PHI,Clint Richardson
Clint Wager,1/20/1920,Minnesota,Winona,United States,C,6-5,210,St. Mary's (MN),1947,UND,,,Clint Wager
Clinton Smith,1/19/1964,Ohio,Cleveland,United States,F,6-6,210,Cleveland St,1986,97,GSW,GSW,Clinton Smith
Clinton Wheeler,10/27/1959,New Jersey,Neptune,United States,G,6-1,185,William Paterson,1981,150,SAC,SAC,Clinton Wheeler
Clyde Drexler,6/22/1962,Louisiana,New Orleans,United States,G,6-7,222,Houston,1983,14,POR,POR,Clyde Drexler
Clyde Lee,3/14/1944,Tennessee,Nashville,United States,F,6-10,205,Vanderbilt,1966,3,GSW,GSW,Clyde Lee
Clyde Lovellette,9/7/1929,Indiana,Petersburg,United States,C,6-9,234,Kansas,1952,10,LAL,LAL,Clyde Lovellette
Clyde Mayes,3/17/1953,South Carolina,Greenville,United States,F,6-8,225,Furman,1975,22,MIL,MIL,Clyde Mayes
Coby Dietrick,7/23/1948,California,Riverside,United States,C,6-11,220,San Jose St,1970,155,GSW,GSW,Coby Dietrick
Coby Karl,3/6/1983,Montana,Great Falls,United States,G,6-5,215,Boise St,2007,UND,,,Coby Karl
Coby White,2/16/2000,North Carolina,Goldsboro,United States,G,6-5,195,North Carolina,2019,7,CHI,CHI,Coby White
Cody Martin,9/28/1995,North Carolina,Winston-Salem,United States,F,6-6,205,Nevada,2019,36,CHA,CHA,Cody Martin
Cody Williams,11/20/2004,California,San Luis Obispo,United States,F,6-7,190,Colorado,2024,10,UTA,UTA,Cody Williams
Cody Zeller,10/5/1992,Indiana,Washington,United States,F-C,6-11,240,Indiana,2013,4,CHA,CHA,Cody Zeller
Colby Jones,5/28/2002,Alabama,Birmingham,United States,G,6-6,207,Xavier,2023,34,CHA,SAC,Colby Jones
Cole Aldrich,10/31/1988,Minnesota,Burnsville,United States,C,6-11,253,Kansas,2010,11,NOP,OKC,Cole Aldrich
Cole Anthony,5/15/2000,Oregon,Portland,United States,G,6-2,185,North Carolina,2020,15,ORL,ORL,Cole Anthony
Cole Swider,5/8/1999,Rhode Island,Portsmouth,United States,F,6-8,220,Syracuse,2022,UND,,,Cole Swider
Colin Castleton,5/25/2000,Florida,Pembroke Pines,United States,C,6-10,250,Florida,2023,UND,,,Colin Castleton
Collin Gillespie,6/25/1999,Pennsylvania,Huntingdon Valley,United States,G,6-1,195,Villanova,2022,UND,,,Collin Gillespie
Collin Murray-Boyles,6/10/2005,South Carolina,Columbia,United States,F,6-7,245,South Carolina,2025,9,TOR,TOR,Collin Murray-Boyles
Collin Sexton,1/4/1999,Georgia,Marietta,United States,G,6-3,190,Alabama,2018,8,CLE,CLE,Collin Sexton
Conner Henry,7/21/1963,California,Claremont,United States,G,6-7,195,UC Santa Barbara,1986,89,HOU,HOU,Conner Henry
Connie Dierking,10/2/1936,New York,New York City,United States,C,6-10,222,Cincinnati,1958,5,PHI,PHI,Connie Dierking
Connie Hawkins,7/17/1942,New York,New York City,United States,F,6-8,210,Iowa,1964,UND,,,Connie Hawkins
Connie Norman,9/24/1953,Michigan,Detroit,United States,G,6-3,175,Arizona,1974,37,PHI,PHI,Connie Norman
Connie Rea,1/27/1931,Indiana,Marion,United States,G,6-3,175,Centenary-Louisiana,1953,63,BAL,BAL,Connie Rea
Connie Simmons,3/15/1925,New Jersey,Newark,United States,C,6-8,222,Flushing HS (NY),,,,,Connie Simmons
Cooper Flagg,12/21/2006,Maine,Newport,United States,F,6-8,205,Duke,2025,1,DAL,DAL,Cooper Flagg
Corey Beck,5/27/1971,Tennessee,Memphis,United States,G,6-3,200,Arkansas,1995,UND,,,Corey Beck
Corey Benjamin,2/24/1978,California,Compton,United States,G,6-6,205,Oregon St,1998,28,CHI,CHI,Corey Benjamin
Corey Brewer,3/5/1986,Tennessee,Portland,United States,G-F,6-9,188,Florida,2007,7,MIN,MIN,Corey Brewer
Corey Crowder,4/13/1969,Georgia,Carrollton,United States,F,6-5,214,Kentucky Wesleyan,1991,UND,,,Corey Crowder
Corey Gaines,6/1/1965,California,Los Angeles,United States,G,6-3,195,Loyola-Marymount,1988,65,OKC,OKC,Corey Gaines
Corey Kispert,3/3/1999,Washington,Edmonds,United States,F,6-6,224,Gonzaga,2021,15,WAS,WAS,Corey Kispert
Corey Maggette,11/12/1979,Illinois,Melrose Park,United States,F,6-6,225,Duke,1999,13,OKC,ORL,Corey Maggette
Corey Williams,4/24/1970,Georgia,Twiggs,United States,G,6-3,190,Oklahoma St,1992,33,CHI,CHI,Corey Williams
Corie Blount,1/4/1969,California,Monrovia,United States,F-C,6-10,242,Cincinnati,1993,25,CHI,CHI,Corie Blount
Corky Calhoun,11/1/1950,Illinois,Waukegan,United States,F,6-7,210,Pennsylvania,1972,4,PHX,PHX,Corky Calhoun
Corky Devlin,12/21/1931,New Jersey,Newark,United States,G,6-5,195,George Washington,1955,9,GSW,DET,Corky Devlin
Corliss Williamson,12/4/1973,Arkansas,Russellville,United States,F,6-7,245,Arkansas,1995,13,SAC,SAC,Corliss Williamson
Cornelius Cash,3/3/1952,Mississippi,Macon,United States,F,6-8,215,Bowling Green,1975,24,MIL,MIL,Cornelius Cash
Cornell Warner,8/12/1948,Mississippi,Jackson,United States,F,6-9,220,Jackson St,1970,24,LAC,LAC,Cornell Warner
Corny Thompson,2/5/1960,Connecticut,Middletown,United States,F,6-8,225,Connecticut,1982,50,DAL,DAL,Corny Thompson
Cory Carr,12/5/1975,Arkansas,Fordyce,United States,G,6-4,210,Texas Tech,1998,49,ATL,CHI,Cory Carr
Corsley Edwards,3/5/1979,Maryland,Baltimore,United States,F,6-9,275,Central Connecticut St,2002,57,SAC,SAC,Corsley Edwards
Cory Alexander,6/22/1973,Virginia,Waynesboro,United States,G,6-1,190,Virginia,1995,29,SAS,SAS,Cory Alexander
Cory Blackwell,3/27/1963,Illinois,Chicago,United States,F,6-6,210,Wisconsin,1984,28,OKC,OKC,Cory Blackwell
Cory Higgins,6/14/1989,California,Danville,United States,G,6-5,180,Colorado,2011,UND,,,Cory Higgins
Cory Jefferson,12/26/1990,Washington,Tacoma,United States,F,6-9,218,Baylor,2014,60,SAS,BRK,Cory Jefferson
Cory Joseph,8/20/1991,Canada,Toronto,Canada,G,6-3,200,Texas,2011,29,SAS,SAS,Cory Joseph
Cotton Nash,7/24/1942,New Jersey,Jersey City,United States,F,6-5,215,Kentucky,1964,12,LAL,LAL,Cotton Nash
Coty Clarke,7/4/1992,Tennessee,Antioch,United States,F,6-7,225,Arkansas,2014,UND,,,Coty Clarke
Coulby Gunther,2/5/1923,New York,New York City,United States,F,6-4,190,Boston College,,,,,Coulby Gunther
Courtney Alexander,4/27/1977,Connecticut,Bridgeport,United States,G,6-5,205,Fresno St,2000,13,ORL,DAL,Courtney Alexander
Courtney Fortson,5/23/1988,Texas,San Antonio,United States,G,5-11,185,Arkansas,2010,UND,,,Courtney Fortson
Courtney Lee,10/3/1985,Indiana,Indianapolis,United States,G,6-5,215,Western Kentucky,2008,22,ORL,ORL,Courtney Lee
Courtney Sims,10/21/1983,Massachussetts,Roslindale,United States,C,6-11,245,Michigan,2007,UND,,,Courtney Sims
Cozell McQueen,1/18/1962,France,Paris,United States,F,6-11,235,North Carolina St,1985,91,MIL,MIL,Cozell McQueen
Craig Brackins,10/9/1987,California,Los Angeles,United States,F,6-10,230,Iowa St,2010,21,OKC,NOP,Craig Brackins
Craig Dykema,6/11/1959,California,Lakewood,United States,F,6-8,190,Long Beach St,1981,66,PHX,PHX,Craig Dykema
Craig Ehlo,8/11/1961,Texas,Lubbock,United States,G,6-7,205,Washington St,1983,48,HOU,HOU,Craig Ehlo
Craig Hodges,6/27/1960,Illinois,Park Forest,United States,G,6-2,190,Long Beach St,1982,48,LAC,LAC,Craig Hodges
Craig Neal,2/16/1964,Indiana,Muncie,United States,G,6-5,165,Georgia Tech,1988,71,POR,POR,Craig Neal
Craig Porter,2/26/2000,Indiana,Terre Haute,United States,G,6-1,180,Wichita St,2023,UND,,,Craig Porter
Craig Raymond,4/5/1945,Washington,Aberdeen,United States,C,6-11,235,Brigham Young,1967,12,PHI,PHI,Craig Raymond
Craig Shelton,5/1/1957,District Columbia,Washington,United States,F,6-7,210,Georgetown,1980,28,ATL,ATL,Craig Shelton
Craig Smith,11/10/1983,California,Inglewood,United States,F,6-7,265,Boston College,2006,36,MIN,MIN,Craig Smith
Craig Spitzer,12/18/1945,Illinois,Lake Forest,United States,C,7-0,225,Tulane,1967,UND,,,Craig Spitzer
Craig Sword,1/16/1994,Alabama,Montgomery,United States,G,6-3,196,Mississippi St,2016,UND,,,Craig Sword
Cristiano Felicio,7/7/1992,Brazil,Pouso Alegre,Brazil,F-C,6-11,270,Flamengo,2014,UND,,,Cristiano Felicio
Cuonzo Martin,9/23/1971,Missouri,St. Louis,United States,G-F,6-6,215,Purdue,1995,57,ATL,ATL,Cuonzo Martin
Curly Armstrong,11/1/1918,Indiana,Fort Wayne,United States,G,5-11,170,Indiana,1947,UND,,,Curly Armstrong
Curtis Borchardt,9/13/1980,New York,Buffalo,United States,C,7-0,242,Stanford,2002,18,ORL,UTA,Curtis Borchardt
Curtis Kitchen,1/30/1964,Florida,Cape Coral,United States,F,6-9,235,South Florida,1986,122,OKC,OKC,Curtis Kitchen
Curtis Perry,9/13/1948,District Columbia,Washington,United States,F,6-7,220,Missouri St,1970,35,HOU,HOU,Curtis Perry
Curtis Rowe,7/2/1949,Alabama,Bessemer,United States,F,6-7,225,UCLA,1971,11,DET,DET,Curtis Rowe
Cuttino Mobley,9/1/1975,Pennsylvania,Philadelphia,United States,G,6-4,215,Rhode Island,1998,41,HOU,HOU,Cuttino Mobley
D.C. Wilcutt,3/25/1923,Alabama,Patton,United States,G,6-2,165,St. Louis,1948,43,STB,STB,D.C. Wilcutt
D.J. Strawberry,6/15/1985,New York,New York City,United States,G,6-5,201,Maryland,2007,59,PHX,PHX,D.J. Strawberry
D'Angelo Russell,2/23/1996,Kentucky,Louisville,United States,G,6-3,193,Ohio St,2015,2,LAL,LAL,D'Angelo Russell
D'Moi Hodge,12/20/1998,British Virgin Islands,Tortola,British Virgin Islands,G,6-3,188,Missouri,2023,UND,,,D'Moi Hodge
Daequan Cook,4/28/1987,Ohio,Dayton,United States,G,6-5,210,Ohio St,2007,21,PHI,MIA,Daequan Cook
Daeqwon Plowden,8/29/1998,Pennsylvania,Philadelphia,United States,SG,6-6,215,Bowling Green,2022,ND,,,Daeqwon Plowden
Dahntay Jones,12/27/1980,New Jersey,Trenton,United States,G-F,6-6,225,Duke,2003,20,BOS,MEM,Dahntay Jones
Dairis Bertans,9/9/1989,Latvia,Valmiera,Latvia,G,6-4,200,VEF Riga,2011,UND,,,Dairis Bertans
Daishen Nix,2/13/2002,Alaska,Anchorage,United States,G,6-3,226,G League Ignite,2021,UND,,,Daishen Nix
DaJuan Summers,1/24/1988,Maryland,Baltimore,United States,F,6-8,240,Georgetown,2009,35,DET,DET,DaJuan Summers
Dajuan Wagner,2/4/1983,New Jersey,Camden,United States,G,6-2,200,Memphis,2002,6,CLE,CLE,Dajuan Wagner
Dakari Johnson,9/22/1995,New York,New York City,United States,C,7-0,255,Kentucky,2015,48,OKC,OKC,Dakari Johnson
Dakota Mathias,7/11/1995,Ohio,Lima,United States,G,6-4,200,Purdue,2018,UND,,,Dakota Mathias
Dalano Banton,11/7/1999,Canada,Toronto,Canada,F,6-8,204,Nebraska,2021,46,TOR,TOR,Dalano Banton
Dale Davis,3/25/1969,Georgia,Toccoa,United States,C-F,6-11,252,Clemson,1991,13,IND,IND,Dale Davis
Dale Ellis,8/6/1960,Georgia,Marietta,United States,G-F,6-7,215,Tennessee,1983,9,DAL,DAL,Dale Ellis
Dale Hamilton,8/16/1919,Indiana,Fort Wayne,United States,G,6-0,180,Franklin,1947,UND,,,Dale Hamilton
Dale Schlueter,11/12/1945,Washington,Tacoma,United States,C,6-10,225,Colorado St,1967,63,GSW,GSW,Dale Schlueter
Dale Wilkinson,3/18/1960,Idaho,Pocatello,United States,F,6-10,220,Idaho St,1982,221,PHX,PHX,Dale Wilkinson
